experience_level,current_difficulty,target_reps,completed_reps,completion_rate,correct_rep_percentage,average_form_score,previous_form_score,performance_trend,sessions_completed,rpe,next_difficulty_action
INTERMEDIATE,EASY,15,14,0.9333333333333333,0.5159551861028062,80.38112644415382,97.0699786706704,-16.688852226516573,29,8,MAINTAIN
ADVANCED,MEDIUM,8,5,0.625,0.8192105019143199,52.799860222347405,95.43097676833361,-42.6311165459862,35,9,DECREASE
ADVANCED,HARD,13,7,0.5384615384615384,0.9970913774828698,71.45029340741402,83.4604407475793,-12.010147340165275,44,2,MAINTAIN
ADVANCED,EASY,12,9,0.75,0.7555824016800687,85.05069075001494,73.74431945062881,11.306371299386129,1,8,MAINTAIN
BEGINNER,EASY,12,9,0.75,0.6385550189021353,94.181314788972,51.073594255413965,43.10772053355804,20,7,MAINTAIN
BEGINNER,HARD,11,10,0.9090909090909091,0.8856581127340285,90.13796724988741,84.22485579599197,5.913111453895439,39,5,INCREASE
BEGINNER,HARD,12,12,1.0,0.9086277552305948,75.31863733011649,81.86897977751364,-6.550342447397156,29,10,MAINTAIN
BEGINNER,EASY,14,14,1.0,0.7036376937263658,82.25576337619496,68.98845892900863,13.267304447186334,36,4,INCREASE
INTERMEDIATE,EASY,15,11,0.7333333333333333,0.9450620345768808,65.93269353458702,73.23079139246437,-7.298097857877352,6,6,MAINTAIN
BEGINNER,EASY,8,6,0.75,0.8369604115328424,81.68009647898569,71.21574557358977,10.464350905395918,16,9,MAINTAIN
BEGINNER,HARD,10,7,0.7,0.7388481275571688,52.629263101920614,84.31964798826166,-31.69038488634105,21,9,DECREASE
ADVANCED,EASY,12,8,0.6666666666666666,0.6654309726814047,72.71427506799802,64.52463599501147,8.189639072986552,33,4,MAINTAIN
BEGINNER,HARD,12,8,0.6666666666666666,0.5455744894925972,85.89539263171494,67.76754710290916,18.12784552880578,29,10,MAINTAIN
INTERMEDIATE,HARD,13,8,0.6153846153846154,0.7583369560782665,89.12098452778204,53.628656431806874,35.49232809597517,44,9,MAINTAIN
ADVANCED,HARD,8,6,0.75,0.8207262290073605,70.67219260344453,52.71758554500906,17.95460705843547,26,7,MAINTAIN
ADVANCED,HARD,15,13,0.8666666666666667,0.6159803682526462,91.42266939537666,63.52886570325883,27.893803692117828,10,4,INCREASE
ADVANCED,MEDIUM,8,4,0.5,0.8470773223299011,67.57053118712398,61.886238755243504,5.684292431880472,9,4,MAINTAIN
BEGINNER,HARD,9,8,0.8888888888888888,0.7469567875466023,91.63435219180883,82.19417775598829,9.440174435820538,42,5,INCREASE
ADVANCED,MEDIUM,13,8,0.6153846153846154,0.8439326949355491,61.537004068608695,54.59084507155114,6.946158997057552,25,3,MAINTAIN
BEGINNER,HARD,15,15,1.0,0.7125811601075542,89.39428024543636,96.86015116491095,-7.4658709194745825,13,1,INCREASE
INTERMEDIATE,HARD,9,7,0.7777777777777778,0.7281064306955088,56.879332498503665,87.6841618462384,-30.80482934773473,4,10,DECREASE
INTERMEDIATE,MEDIUM,14,8,0.5714285714285714,0.6501631222382365,83.2245629791054,69.48852025146178,13.736042727643621,9,4,MAINTAIN
ADVANCED,MEDIUM,10,6,0.6,0.777258284514087,76.58588960881275,98.99228042570087,-22.40639081688812,33,7,MAINTAIN
INTERMEDIATE,HARD,11,10,0.9090909090909091,0.9253020241103163,89.89572524784575,60.73071517208383,29.165010075761913,18,9,MAINTAIN
INTERMEDIATE,MEDIUM,13,11,0.8461538461538461,0.7263330424713283,71.96701981988478,73.06127856014665,-1.0942587402618642,1,9,MAINTAIN
BEGINNER,EASY,8,7,0.875,0.9367191490270166,72.51529520273944,80.71349039914921,-8.19819519640977,23,3,MAINTAIN
INTERMEDIATE,EASY,13,12,0.9230769230769231,0.6530275494469202,87.31026947141447,79.50421723619495,7.806052235219525,8,7,MAINTAIN
BEGINNER,EASY,10,5,0.5,0.9092453873574585,90.17865657635485,58.63451000136581,31.544146574989043,31,5,MAINTAIN
ADVANCED,HARD,14,13,0.9285714285714286,0.677642491384385,86.41444307566994,93.93596254243238,-7.521519466762442,26,10,MAINTAIN
BEGINNER,HARD,14,7,0.5,0.7117972140169375,82.60528032615777,99.3188932820485,-16.71361295589074,48,10,DECREASE
INTERMEDIATE,EASY,9,6,0.6666666666666666,0.5792158033881447,93.49931555563577,66.82083641197448,26.678479143661292,45,4,MAINTAIN
ADVANCED,EASY,12,9,0.75,0.7006008556774732,65.57931274299999,97.92428218871007,-32.34496944571008,36,4,MAINTAIN
BEGINNER,MEDIUM,12,7,0.5833333333333334,0.6544670519114815,61.9787414284627,92.65507295350753,-30.67633152504483,34,9,DECREASE
ADVANCED,HARD,11,8,0.7272727272727273,0.5047729125760609,72.70906272136449,92.57229131317095,-19.86322859180646,49,6,MAINTAIN
INTERMEDIATE,EASY,11,7,0.6363636363636364,0.6378168525126129,90.95036753607488,57.71711718769218,33.2332503483827,41,7,MAINTAIN
BEGINNER,HARD,15,15,1.0,0.8027688919522323,68.68139213135345,92.94380584345993,-24.26241371210648,28,4,MAINTAIN
ADVANCED,EASY,10,9,0.9,0.5347844461415796,76.4610802975792,77.98473782163884,-1.5236575240596437,30,7,MAINTAIN
INTERMEDIATE,EASY,8,7,0.875,0.8736046958159247,84.22108956881422,84.92571936421368,-0.7046297953994554,35,5,MAINTAIN
BEGINNER,EASY,15,13,0.8666666666666667,0.6321196419150288,55.829164495415036,72.99462763020458,-17.16546313478954,37,8,MAINTAIN
ADVANCED,HARD,14,12,0.8571428571428571,0.6933568445436856,64.34660100616202,77.81142831561,-13.464827309447983,19,1,MAINTAIN
ADVANCED,HARD,10,10,1.0,0.5970517489231404,87.66814683764463,69.31270504562973,18.3554417920149,7,4,INCREASE
BEGINNER,HARD,10,5,0.5,0.8897618579250561,94.48888868420602,61.55394261295175,32.93494607125427,13,10,MAINTAIN
INTERMEDIATE,HARD,14,11,0.7857142857142857,0.8680254525828233,82.75340948130267,56.266015191672246,26.487394289630423,20,8,MAINTAIN
BEGINNER,EASY,9,9,1.0,0.8575394825921224,94.55383647444629,96.19497184521768,-1.6411353707713943,40,1,INCREASE
ADVANCED,EASY,12,9,0.75,0.5090617176724879,71.99236075582883,71.83659550732649,0.15576524850233398,7,3,MAINTAIN
ADVANCED,MEDIUM,9,7,0.7777777777777778,0.7926346202670036,97.6808604331881,68.7809847044172,28.89987572877091,3,8,MAINTAIN
BEGINNER,HARD,15,8,0.5333333333333333,0.984960705434943,54.914230505110524,55.14532345255084,-0.23109294744031672,48,10,DECREASE
INTERMEDIATE,HARD,12,8,0.6666666666666666,0.9216565103881178,80.93817774303461,53.96216110035952,26.97601664267509,5,9,MAINTAIN
BEGINNER,EASY,10,7,0.7,0.8673143126703194,88.44635311111946,51.12605337950107,37.32029973161839,23,6,MAINTAIN
ADVANCED,MEDIUM,12,7,0.5833333333333334,0.7074206833674708,96.70915339244496,99.2600667800076,-2.5509133875626446,16,3,MAINTAIN
BEGINNER,EASY,13,7,0.5384615384615384,0.734462592812203,89.47029014127529,54.26651918532446,35.20377095595082,32,10,MAINTAIN
ADVANCED,EASY,9,9,1.0,0.713421073584518,77.69564401803153,97.2097290997792,-19.514085081747666,48,4,MAINTAIN
BEGINNER,HARD,11,11,1.0,0.8925738218271471,75.89570431337265,53.91775665117359,21.977947662199057,27,3,INCREASE
ADVANCED,EASY,10,10,1.0,0.9051684950434573,89.14977612391925,91.36587843967646,-2.2161023157572117,43,3,INCREASE
ADVANCED,HARD,10,8,0.8,0.6385004840493559,86.13726807647134,69.26679814319965,16.870469933271693,21,8,MAINTAIN
ADVANCED,MEDIUM,9,9,1.0,0.6921685852205999,91.91473858651634,96.00132717724351,-4.086588590727175,29,2,INCREASE
ADVANCED,MEDIUM,13,7,0.5384615384615384,0.9227184489952364,73.37285508901175,89.5451328899814,-16.172277800969653,40,5,MAINTAIN
INTERMEDIATE,EASY,8,5,0.625,0.6612589227464631,76.9591254571302,91.56001885551578,-14.60089339838558,20,2,MAINTAIN
INTERMEDIATE,HARD,11,6,0.5454545454545454,0.7803368472711751,57.45812354831524,50.78498290769262,6.67314064062262,25,8,MAINTAIN
BEGINNER,HARD,14,11,0.7857142857142857,0.9868924060122306,55.25413127676565,72.13635418718269,-16.882222910417042,24,8,MAINTAIN
BEGINNER,HARD,12,7,0.5833333333333334,0.7747457650328184,89.23394956597069,63.93555232846347,25.298397237507217,33,3,MAINTAIN
INTERMEDIATE,HARD,10,6,0.6,0.5610389998226102,83.51911033242372,59.85744604749974,23.66166428492398,18,4,MAINTAIN
INTERMEDIATE,HARD,12,12,1.0,0.6698979756861921,72.9817427862188,76.75749173090674,-3.7757489446879333,20,2,MAINTAIN
BEGINNER,HARD,8,5,0.625,0.8660550717881759,62.111304243117225,88.71077015440113,-26.599465911283907,36,5,MAINTAIN
ADVANCED,HARD,9,8,0.8888888888888888,0.7861517403416027,91.3039255620493,85.17881592422732,6.1251096378219785,32,2,INCREASE
BEGINNER,MEDIUM,15,15,1.0,0.7802023826571814,89.04334677253064,75.72777215138859,13.315574621142048,41,3,INCREASE
BEGINNER,EASY,10,6,0.6,0.5645492180716298,86.54431824939451,88.11804141326112,-1.5737231638666174,39,10,MAINTAIN
ADVANCED,HARD,14,14,1.0,0.5696306036795905,68.06373686941917,89.05620401801607,-20.9924671485969,14,9,MAINTAIN
ADVANCED,MEDIUM,8,7,0.875,0.600944854702306,70.501377753282,61.06111449612556,9.440263257156438,31,8,MAINTAIN
INTERMEDIATE,HARD,9,8,0.8888888888888888,0.598012024363745,94.93001238949574,79.80849991194097,15.121512477554774,34,9,MAINTAIN
INTERMEDIATE,MEDIUM,9,9,1.0,0.6736457378753307,58.634955468218166,58.489498523790836,0.14545694442733037,28,2,MAINTAIN
INTERMEDIATE,HARD,14,14,1.0,0.7031362159775534,62.58117113573447,80.08703689258667,-17.505865756852195,45,7,MAINTAIN
ADVANCED,MEDIUM,15,13,0.8666666666666667,0.7158140188853762,98.0903506831574,55.4213023976746,42.669048285482795,17,3,INCREASE
ADVANCED,MEDIUM,12,8,0.6666666666666666,0.5932970997092112,60.5967266269173,83.29685762664556,-22.70013099972826,41,7,DECREASE
BEGINNER,HARD,15,11,0.7333333333333333,0.7119675929061204,55.17384064239555,95.84435001534109,-40.670509372945546,3,1,MAINTAIN
INTERMEDIATE,MEDIUM,13,11,0.8461538461538461,0.6708051230884873,71.2645512660377,61.00069679885816,10.263854467179542,16,6,MAINTAIN
BEGINNER,MEDIUM,14,9,0.6428571428571429,0.5194362042730338,95.58669145079224,74.50990664459442,21.07678480619782,15,7,MAINTAIN
ADVANCED,EASY,12,10,0.8333333333333334,0.7766660349171173,52.53747618553279,61.70271061404967,-9.165234428516882,12,5,MAINTAIN
ADVANCED,HARD,14,9,0.6428571428571429,0.8083571291317329,65.84942509300392,66.61874852965502,-0.7693234366511064,20,8,MAINTAIN
ADVANCED,MEDIUM,8,5,0.625,0.8663967182780512,86.07507285928091,97.29172399150252,-11.216651132221614,24,10,MAINTAIN
BEGINNER,MEDIUM,12,8,0.6666666666666666,0.6749308046771038,52.21772635130268,64.72497368982337,-12.507247338520692,16,5,MAINTAIN
BEGINNER,EASY,12,7,0.5833333333333334,0.876198947952558,62.39038343051283,80.54828486535874,-18.15790143484591,14,3,MAINTAIN
INTERMEDIATE,MEDIUM,14,15,1.0,0.5142363475816378,66.45941868955776,81.3803303287049,-14.920911639147135,24,10,MAINTAIN
BEGINNER,HARD,15,13,0.8666666666666667,0.7549583432673719,91.22619648463136,85.21510274437023,6.011093740261131,11,9,MAINTAIN
ADVANCED,EASY,12,12,1.0,0.7946600953017573,97.24249240899522,90.66178278993914,6.58070961905608,48,9,MAINTAIN
ADVANCED,MEDIUM,11,9,0.8181818181818182,0.9318014053375892,51.57618881448828,87.89077777926015,-36.314588964771865,35,3,MAINTAIN
BEGINNER,MEDIUM,13,11,0.8461538461538461,0.607015899681282,99.80590378948193,71.76982057752976,28.036083211952175,19,4,INCREASE
BEGINNER,MEDIUM,11,6,0.5454545454545454,0.8620818457787838,59.9154068184213,91.7779706264073,-31.862563807985993,47,6,MAINTAIN
ADVANCED,HARD,13,9,0.6923076923076923,0.9808952926923746,82.03016946613822,92.03638044490269,-10.006210978764472,43,9,MAINTAIN
ADVANCED,MEDIUM,9,5,0.5555555555555556,0.8561618605500367,85.58670620135712,95.69235528975591,-10.105649088398792,48,4,MAINTAIN
ADVANCED,MEDIUM,15,12,0.8,0.6261324610306556,64.29599458978899,70.10655673558074,-5.810562145791749,11,7,MAINTAIN
INTERMEDIATE,HARD,15,12,0.8,0.6588567522690971,63.96627273627084,90.918447903726,-26.952175167455167,11,10,DECREASE
ADVANCED,HARD,13,8,0.6153846153846154,0.9530713225197787,65.10362538897343,97.39318221392827,-32.28955682495484,5,1,MAINTAIN
ADVANCED,HARD,10,8,0.8,0.960824931034619,84.93668838847313,77.6261412227159,7.310547165757228,26,6,MAINTAIN
ADVANCED,MEDIUM,8,5,0.625,0.8431287723356018,94.75794956849165,76.53422855542165,18.223721013070005,16,9,MAINTAIN
INTERMEDIATE,EASY,8,8,1.0,0.7634683256336978,74.47829735498568,73.30911615502708,1.1691811999586008,38,5,MAINTAIN
INTERMEDIATE,MEDIUM,10,5,0.5,0.8639859555927862,82.40114895138525,50.73022170469659,31.670927246688663,2,8,MAINTAIN
INTERMEDIATE,EASY,9,7,0.7777777777777778,0.6871134968752597,74.66840028505281,83.03361255387024,-8.36521226881743,11,4,MAINTAIN
INTERMEDIATE,EASY,9,8,0.8888888888888888,0.6528075658614324,95.97185564665756,68.03692890094763,27.93492674570993,21,8,MAINTAIN
ADVANCED,HARD,9,9,1.0,0.9054843795461576,73.38824194352765,52.54075017919793,20.847491764329718,7,2,INCREASE
INTERMEDIATE,MEDIUM,9,7,0.7777777777777778,0.851642382132972,65.15574168525636,90.46050552619697,-25.30476384094061,20,2,MAINTAIN
BEGINNER,MEDIUM,13,10,0.7692307692307693,0.9032531637585366,55.274885190152936,90.4480019958566,-35.173116805703664,41,7,MAINTAIN
ADVANCED,MEDIUM,12,7,0.5833333333333334,0.702587178101735,95.07147982460134,82.6551805235348,12.416299301066545,41,8,MAINTAIN
ADVANCED,HARD,15,8,0.5333333333333333,0.9979280419221954,90.05179845484346,72.60863543045376,17.443163024389705,30,7,MAINTAIN
BEGINNER,HARD,15,15,1.0,0.5753365589270651,53.5597646663307,91.97841857035488,-38.418653904024175,19,9,MAINTAIN
BEGINNER,HARD,14,12,0.8571428571428571,0.565096251209333,53.37570127216344,97.95625692986084,-44.5805556576974,37,2,MAINTAIN
INTERMEDIATE,HARD,15,11,0.7333333333333333,0.9551461867948894,93.40360135087779,97.52769534650616,-4.124093995628371,4,10,MAINTAIN
INTERMEDIATE,EASY,15,9,0.6,0.5007273510533756,76.44279124901126,56.79547248967435,19.647318759336912,50,8,MAINTAIN
INTERMEDIATE,EASY,13,10,0.7692307692307693,0.9992011237280839,58.71602416343985,62.62482669066634,-3.9088025272264915,21,5,MAINTAIN
BEGINNER,HARD,12,7,0.5833333333333334,0.6905222478826154,89.77182895228641,95.92915163489585,-6.157322682609433,20,4,MAINTAIN
BEGINNER,MEDIUM,9,9,1.0,0.5772683419049804,99.9393588439393,91.91523800975469,8.024120834184615,45,1,INCREASE
BEGINNER,MEDIUM,9,7,0.7777777777777778,0.6482474539722005,97.93430782439474,67.855081014745,30.07922680964974,43,10,MAINTAIN
INTERMEDIATE,HARD,12,10,0.8333333333333334,0.7412598217136672,96.61424841476443,74.17515610068834,22.439092314076092,7,4,INCREASE
INTERMEDIATE,HARD,15,16,1.0,0.7353994336891345,57.57901012196885,61.29536881911898,-3.7163586971501275,45,4,MAINTAIN
BEGINNER,HARD,11,9,0.8181818181818182,0.9653491438379616,72.52758990779482,61.947927973887985,10.579661933906834,32,6,MAINTAIN
ADVANCED,EASY,13,7,0.5384615384615384,0.9042588307408084,87.52069622151345,71.43152463609833,16.089171585415116,30,3,MAINTAIN
INTERMEDIATE,EASY,10,8,0.8,0.8518060723303433,64.42624243926312,94.70663790270423,-30.28039546344111,6,10,MAINTAIN
ADVANCED,EASY,10,8,0.8,0.9501361413755243,91.57594914522679,94.77967134284256,-3.2037221976157753,25,2,INCREASE
BEGINNER,EASY,8,5,0.625,0.6539160513891196,60.716506591055456,92.15636348146796,-31.439856890412507,20,3,MAINTAIN
BEGINNER,EASY,12,9,0.75,0.5149308750108677,66.98746289841336,71.30412137897265,-4.316658480559298,44,9,MAINTAIN
INTERMEDIATE,EASY,9,8,0.8888888888888888,0.6019286586590387,52.67470634777989,54.610437180839185,-1.9357308330592957,9,8,MAINTAIN
INTERMEDIATE,EASY,9,7,0.7777777777777778,0.9155016504644151,60.18490594707336,59.57803572036417,0.6068702267091908,39,1,MAINTAIN
INTERMEDIATE,HARD,13,8,0.6153846153846154,0.5253666697782218,56.778484378335584,55.13064976858908,1.6478346097465035,29,5,MAINTAIN
ADVANCED,HARD,8,4,0.5,0.586586393629831,92.46283959210871,93.9692402292335,-1.5064006371247984,28,10,DECREASE
ADVANCED,MEDIUM,8,7,0.875,0.5858430199324773,84.35333873112103,95.15075446788333,-10.797415736762304,30,9,MAINTAIN
INTERMEDIATE,EASY,9,5,0.5555555555555556,0.5636067678716061,77.442538375722,60.22857331346931,17.213965062252683,12,2,MAINTAIN
ADVANCED,MEDIUM,15,15,1.0,0.5548795641016363,88.38060255755175,80.11696192316117,8.263640634390583,15,6,MAINTAIN
INTERMEDIATE,HARD,11,10,0.9090909090909091,0.9578677542007397,53.763792209137264,56.39659037580675,-2.632798166669488,28,7,MAINTAIN
INTERMEDIATE,MEDIUM,8,7,0.875,0.5148062269078509,93.39531181890258,81.23718090978862,12.158130909113964,38,1,INCREASE
ADVANCED,HARD,14,12,0.8571428571428571,0.5597938855929097,91.93965098411539,98.7691477111232,-6.8294967270078075,25,5,MAINTAIN
BEGINNER,HARD,10,10,1.0,0.7922078031716693,80.2243090278987,71.11478432424266,9.109524703656035,33,4,INCREASE
BEGINNER,MEDIUM,9,7,0.7777777777777778,0.5851055339949773,71.80066107793161,51.77523252847594,20.02542854945567,40,5,MAINTAIN
ADVANCED,HARD,8,6,0.75,0.7276970211041252,60.15562405507533,50.382205495157315,9.773418559918014,22,6,MAINTAIN
INTERMEDIATE,HARD,11,6,0.5454545454545454,0.9201528410871695,83.99029584461985,75.81115875860307,8.17913708601678,18,7,MAINTAIN
INTERMEDIATE,MEDIUM,11,7,0.6363636363636364,0.9449810693098489,88.82666460900715,69.74376512178137,19.082899487225788,26,1,INCREASE
BEGINNER,MEDIUM,14,14,1.0,0.927939472849479,82.14327118596344,68.65606932805636,13.487201857907081,22,7,INCREASE
BEGINNER,HARD,14,10,0.7142857142857143,0.693849252943419,96.08224703238142,92.40858146255951,3.6736655698219067,30,10,MAINTAIN
ADVANCED,HARD,8,7,0.875,0.6815498897902168,71.97130883270653,86.70262063004733,-14.731311797340808,50,5,MAINTAIN
INTERMEDIATE,HARD,10,9,0.9,0.9125867773474924,85.52569579441106,89.03292059559101,-3.5072248011799445,34,10,MAINTAIN
ADVANCED,EASY,15,9,0.6,0.5545395044839457,51.186979793730174,78.61380801558117,-27.426828221850997,17,1,MAINTAIN
BEGINNER,HARD,10,7,0.7,0.6527463370830672,74.52735536118803,94.28530918545171,-19.75795382426368,24,3,MAINTAIN
INTERMEDIATE,MEDIUM,9,9,1.0,0.6667265702714678,86.57977876448453,51.016330400026696,35.563448364457834,50,10,MAINTAIN
INTERMEDIATE,MEDIUM,14,9,0.6428571428571429,0.9440691129999017,67.73051297156098,62.754302198646485,4.976210772914499,47,1,MAINTAIN
ADVANCED,HARD,12,6,0.5,0.8586601349820076,72.78663165335144,85.30318982506655,-12.516558171715118,6,2,MAINTAIN
BEGINNER,MEDIUM,15,16,1.0,0.6754926569523932,99.17598014293273,52.393813230725,46.78216691220773,41,2,INCREASE
BEGINNER,MEDIUM,8,8,1.0,0.7439190914210032,68.25176830523228,68.32091628704798,-0.06914798181570347,28,5,MAINTAIN
BEGINNER,MEDIUM,9,7,0.7777777777777778,0.8173142958856816,67.65117678335884,57.354694358158405,10.29648242520043,8,10,MAINTAIN
ADVANCED,MEDIUM,13,12,0.9230769230769231,0.5761629143384444,84.43782999359827,95.8473947142154,-11.409564720617126,43,9,MAINTAIN
BEGINNER,MEDIUM,8,8,1.0,0.958428213607655,57.536717758397316,93.63364183856729,-36.09692408016997,13,7,MAINTAIN
BEGINNER,HARD,10,7,0.7,0.7073863675268045,51.534583364759456,59.144616804836,-7.610033440076542,14,7,MAINTAIN
ADVANCED,EASY,9,9,1.0,0.8026832292454505,56.33282376913657,65.98873328541056,-9.655909516273994,34,6,MAINTAIN
INTERMEDIATE,MEDIUM,10,9,0.9,0.5628595065822859,83.05483879252036,73.61079618532152,9.444042607198838,5,1,INCREASE
ADVANCED,MEDIUM,9,9,1.0,0.5367681527901011,87.78592533853008,81.32325952421425,6.462665814315827,23,4,MAINTAIN
INTERMEDIATE,MEDIUM,11,9,0.8181818181818182,0.8015443957807302,53.00949733613401,67.25805107817658,-14.248553742042567,28,7,MAINTAIN
ADVANCED,HARD,8,8,1.0,0.9089835197519953,55.57587899428013,69.15862026793945,-13.582741273659323,41,10,MAINTAIN
INTERMEDIATE,MEDIUM,15,8,0.5333333333333333,0.6615485341941951,84.26544196267889,65.5627379005626,18.702704062116297,37,4,MAINTAIN
ADVANCED,EASY,12,7,0.5833333333333334,0.7102713229738469,82.78231968814761,98.23694256126512,-15.454622873117515,24,7,MAINTAIN
BEGINNER,EASY,15,16,1.0,0.5623592643609774,55.03391760256775,69.20296873236583,-14.169051129798085,26,8,MAINTAIN
BEGINNER,HARD,8,8,1.0,0.9609579428556456,96.72063109224662,65.80807725834926,30.912553833897363,6,5,INCREASE
ADVANCED,EASY,8,5,0.625,0.979371426658924,56.2955056079134,82.50924691715073,-26.213741309237335,4,4,MAINTAIN
BEGINNER,EASY,9,7,0.7777777777777778,0.5624922998161588,64.73404936682465,78.64060926474754,-13.90655989792289,35,2,MAINTAIN
INTERMEDIATE,EASY,15,8,0.5333333333333333,0.5698830215192773,89.6959472247224,92.58656063182144,-2.890613407099039,30,6,MAINTAIN
ADVANCED,HARD,15,16,1.0,0.595548654770564,78.20057400634485,69.87613156469641,8.324442441648443,2,10,MAINTAIN
BEGINNER,EASY,15,15,1.0,0.5908891702111196,71.6381343723238,86.88039745773649,-15.242263085412688,4,3,MAINTAIN
BEGINNER,HARD,12,8,0.6666666666666666,0.7877049919259003,57.8732098975276,60.25751953976827,-2.384309642240666,30,8,MAINTAIN
BEGINNER,EASY,14,8,0.5714285714285714,0.8857966757712408,67.43348607322946,54.972163558269436,12.461322514960024,22,9,MAINTAIN
ADVANCED,MEDIUM,11,7,0.6363636363636364,0.5540668936709976,57.9892152344668,97.80052169013557,-39.81130645566877,21,2,MAINTAIN
ADVANCED,HARD,12,8,0.6666666666666666,0.7786906237955946,56.14198942980659,85.94504761615383,-29.803058186347236,5,2,MAINTAIN
INTERMEDIATE,MEDIUM,13,9,0.6923076923076923,0.5601311272858294,62.08229099419961,79.2126605380176,-17.13036954381799,44,5,MAINTAIN
BEGINNER,MEDIUM,10,6,0.6,0.624799226650837,54.91468320908699,71.4501559018506,-16.535472692763605,50,6,DECREASE
INTERMEDIATE,HARD,13,13,1.0,0.6773767395891197,80.5552500581559,51.58163750140744,28.973612556748463,43,7,MAINTAIN
INTERMEDIATE,MEDIUM,14,8,0.5714285714285714,0.6555562203972459,87.37294245972953,91.14831364080155,-3.7753711810720176,18,5,MAINTAIN
BEGINNER,MEDIUM,13,8,0.6153846153846154,0.7503358359987411,88.39735372934194,73.60439905229774,14.792954677044207,35,8,MAINTAIN
INTERMEDIATE,MEDIUM,13,8,0.6153846153846154,0.569980482821986,55.093407485278576,86.07108488436735,-30.977677399088776,28,10,DECREASE
ADVANCED,HARD,8,4,0.5,0.5952710631285332,56.176208342924795,58.221260303105446,-2.0450519601806505,37,8,DECREASE
INTERMEDIATE,EASY,9,9,1.0,0.7139868317344317,88.42992695387413,71.66909660133342,16.760830352540708,1,8,MAINTAIN
INTERMEDIATE,EASY,15,14,0.9333333333333333,0.7771618195970268,56.32163590028287,60.008392874876634,-3.686756974593763,40,1,MAINTAIN
BEGINNER,EASY,8,7,0.875,0.5697837983155323,63.53300170115429,53.660386992777305,9.872614708376986,4,5,MAINTAIN
INTERMEDIATE,EASY,11,7,0.6363636363636364,0.6844440738311109,93.21445130697285,99.92006237681925,-6.705611069846398,5,5,MAINTAIN
INTERMEDIATE,EASY,13,10,0.7692307692307693,0.5828225633695273,93.90962039024188,50.96651357477208,42.943106815469804,35,9,MAINTAIN
BEGINNER,EASY,12,10,0.8333333333333334,0.952133031439779,73.81578115276189,61.68383354574595,12.131947607015938,45,4,INCREASE
INTERMEDIATE,MEDIUM,11,9,0.8181818181818182,0.5250985867935857,86.30787702988476,80.80355174465024,5.504325285234529,20,1,MAINTAIN
ADVANCED,EASY,13,9,0.6923076923076923,0.6516861697307916,74.75427574996142,52.19108761279143,22.563188137169995,32,1,MAINTAIN
BEGINNER,MEDIUM,9,7,0.7777777777777778,0.9460999794698045,79.25112321365418,91.7532935444305,-12.502170330776323,22,8,MAINTAIN
BEGINNER,HARD,15,8,0.5333333333333333,0.7603564576896716,78.87946190159748,68.32872989048606,10.550732011111421,2,4,MAINTAIN
ADVANCED,EASY,15,15,1.0,0.7092030055392785,68.80985543069127,83.35053280767934,-14.540677376988072,35,6,MAINTAIN
ADVANCED,EASY,10,9,0.9,0.7059087514637737,69.26318668334127,83.57141884434766,-14.308232161006387,14,4,MAINTAIN
BEGINNER,MEDIUM,8,6,0.75,0.7704959311195028,63.64299396879558,89.34945571154589,-25.706461742750307,28,9,MAINTAIN
ADVANCED,HARD,12,10,0.8333333333333334,0.6064196202682076,78.45717347222299,68.05075322848734,10.406420243735653,36,7,MAINTAIN
INTERMEDIATE,MEDIUM,9,5,0.5555555555555556,0.5359655989961823,63.992156875803325,55.758871460535985,8.23328541526734,12,1,MAINTAIN
INTERMEDIATE,HARD,10,10,1.0,0.6788526940420134,58.076600255808664,84.9412084219091,-26.86460816610043,34,2,MAINTAIN
BEGINNER,HARD,10,7,0.7,0.9987001070987638,90.31413285742973,80.15031585313434,10.163817004295382,38,4,INCREASE
ADVANCED,HARD,11,8,0.7272727272727273,0.6947934474280604,68.64303836255628,77.97544752640239,-9.332409163846108,6,8,MAINTAIN
ADVANCED,EASY,15,14,0.9333333333333333,0.7520121899031151,74.72949933595464,69.64995857122753,5.079540764727113,22,6,MAINTAIN
ADVANCED,EASY,15,11,0.7333333333333333,0.6795570851450579,62.85639433904714,92.01744763232344,-29.161053293276296,16,6,MAINTAIN
BEGINNER,EASY,15,13,0.8666666666666667,0.9440057846606317,97.18671419028207,82.1333959642929,15.053318225989173,7,9,MAINTAIN
INTERMEDIATE,MEDIUM,14,8,0.5714285714285714,0.8706385024635985,57.66610685838373,92.58529275903251,-34.919185900648785,24,6,MAINTAIN
INTERMEDIATE,MEDIUM,14,11,0.7857142857142857,0.7256265124329044,70.47956164492197,84.51187541968378,-14.032313774761803,8,9,MAINTAIN
INTERMEDIATE,HARD,12,8,0.6666666666666666,0.8660153518832485,76.66345264077029,76.99788283419252,-0.3344301934222358,19,1,MAINTAIN
ADVANCED,EASY,11,9,0.8181818181818182,0.9987310832875288,70.60852436695852,90.86629112715238,-20.25776676019386,49,6,MAINTAIN
BEGINNER,HARD,15,14,0.9333333333333333,0.6916510288151618,54.356317265604766,64.45218436254561,-10.095867096940843,40,5,MAINTAIN
ADVANCED,HARD,10,6,0.6,0.5089578151917786,86.56658679327724,81.62384507689742,4.942741716379814,22,4,MAINTAIN
